word,lex,gr.pos,parts,gloss,trans_ru,freq,affix
хъугъэ,хъу,NOUN,"['хъу', 'гъэ']","['STEM', 'PST']",самец,11050,"['root', 'suffix']"
къушъхьэ,къушъхьэ,NOUN,['къушъхьэ'],['STEM'],гора,1238,['root']
илъэсым,илъэс,NOUN,"['илъэсы', 'м']","['STEM', 'OBL']",год,31058,"['root', 'suffix']"
зыгукӏэ,гу,NOUN,"['зы', 'гу', 'кӏэ']","['REL.P', 'STEM', 'INS']",сердце,47,"['prefix', 'root', 'suffix']"
нуриет,Нуриет,NOUN,['нуриет'],['STEM'],Нуриет,1177,['root']
купми,куп,NOUN,"['куп', 'м', 'и']","['STEM', 'OBL', 'ADD']",стая;толпа,18,"['root', 'suffix', 'suffix']"
фатимэ,Фатимэ,NOUN,['фатимэ'],['STEM'],Фатима,1036,['root']
ӏофшӏэн,ӏофы,NOUN,"['ӏоф', 'шӏэ', 'н']","['STEM', 'делать', 'MOD']",дело; вопрос,2071,"['root', 'suffix', 'suffix']"
янэ,анэ,NOUN,"['й', 'анэ']","['POSS', 'STEM']",мать,2266,"['prefix', 'root']"
культурэмрэ,культур,NOUN,"['культурэ', 'м', 'рэ']","['STEM', 'OBL', 'COORD']",культура,593,"['root', 'suffix', 'suffix']"
цыпэм,цы,NOUN,"['цы', 'пэ', 'м']","['STEM', 'нос', 'OBL']",волос,106,"['root', 'suffix', 'suffix']"
апчым,апч,NOUN,"['апчы', 'м']","['STEM', 'OBL']",стекло,70,"['root', 'suffix']"
яветеран,ветеран,NOUN,"['й', 'а', 'ветеран']","['POSS', '3PL.P', 'STEM']",ветеран,44,"['prefix', 'prefix', 'root']"
кӏэпсмэ,кӏапсэ,NOUN,"['кӏэпс', 'мэ']","['STEM', 'OBL.PL']",верёвка,1,"['root', 'suffix']"
театрэм,театр,NOUN,"['театрэ', 'м']","['STEM', 'OBL']",театр,1690,"['root', 'suffix']"
тиреспубликэ,республикэ,NOUN,"['т', 'и', 'республикэ']","['1PL.P', 'POSS', 'STEM']",республика,7598,"['prefix', 'prefix', 'root']"
ӏофтхьабзэхэр,ӏофтхьабз,NOUN,"['ӏофтхьабзэ', 'хэ', 'р']","['STEM', 'PL', 'ABS']",мероприятие,4280,"['root', 'suffix', 'suffix']"
драматургхэм,драматург,NOUN,"['драматург', 'хэ', 'м']","['STEM', 'PL', 'OBL']",драматург,17,"['root', 'suffix', 'suffix']"
е,е,NOUN,['е'],['STEM'],зло,8954,['root']
игъэфедэн,федэ,NOUN,"['и', 'гъэ', 'федэ', 'н']","['3SG.ERG', 'CAUS', 'STEM', 'MOD']",выгода; польза,159,"['prefix', 'prefix', 'root', 'suffix']"
унагъом,унагъо,NOUN,"['унагъо', 'м']","['STEM', 'OBL']",семья,2116,"['root', 'suffix']"
уиныокӏи,ныо,NOUN,"['у', 'и', 'ныо', 'кӏ', 'и']","['2SG.P', 'POSS', 'STEM', 'INS', 'ADD']",старуха,1,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
ныбэ,Ныбэ,NOUN,['ныбэ'],['STEM'],Нибо,327,['root']
афэунэ,унэ,NOUN,"['а', 'фэ', 'унэ']","['3PL.IO', 'BEN', 'STEM']",дом,34,"['prefix', 'prefix', 'root']"
ахъщэ,ахъщэ,NOUN,['ахъщэ'],['STEM'],деньги,4022,['root']
ӏэгу,ӏэгу,NOUN,['ӏэгу'],['STEM'],двор; ладонь,589,['root']
нурбый,Нурбый,NOUN,['нурбый'],['STEM'],Нурбый,4351,['root']
коррупциемрэ,коррупцие,NOUN,"['коррупцие', 'м', 'рэ']","['STEM', 'OBL', 'COORD']",коррупция,3,"['root', 'suffix', 'suffix']"
ӏэгуаор,ӏэгуау,NOUN,"['ӏэгуао', 'р']","['STEM', 'ABS']",мяч,2533,"['root', 'suffix']"
непэ,непэ,NOUN,['непэ'],['STEM'],сегодня,11062,['root']
викторие,Викторие,NOUN,['викторие'],['STEM'],Виктория,112,['root']
зэщымыкъонымкӏэ,къо,NOUN,"['зэ', 'щы', 'мы', 'къо', 'ны', 'м', 'кӏэ']","['RFL.IO', 'GENLOC', 'NEG', 'STEM', 'MOD', 'OBL', 'INS']",сын,3,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
залым,Зал,NOUN,"['залы', 'м']","['STEM', 'OBL']",Заль,577,"['root', 'suffix']"
ӏашэм,ӏашэ,NOUN,"['ӏашэ', 'м']","['STEM', 'OBL']",оружие,104,"['root', 'suffix']"
асфар,Асфар,NOUN,['асфар'],['STEM'],Асфар,202,['root']
мэхьанэ,мэхьан,NOUN,['мэхьанэ'],['STEM'],смысл,6404,['root']
ныбэ,ныбэ,NOUN,['ныбэ'],['STEM'],живот; желудок; брюхо,327,['root']
исистемэ,системэ,NOUN,"['и', 'системэ']","['POSS', 'STEM']",система,550,"['prefix', 'root']"
зэкӏэмкӏи,кӏэ,NOUN,"['зэ', 'кӏэ', 'м', 'кӏ', 'и']","['REC.P', 'STEM', 'OBL', 'INS', 'ADD']",хвост,2301,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
тыраригъэдзагъ,дзэ,NOUN,"['тыр', 'а', 'р', 'и', 'гъэ', 'дза', 'гъ']","['LOC', '3PL.IO', 'DAT', '3SG.ERG', 'CAUS', 'STEM', 'PST']",армия,560,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
пушкинми,Пушкин,NOUN,"['пушкин', 'м', 'и']","['STEM', 'OBL', 'ADD']",Пушкин,3,"['root', 'suffix', 'suffix']"
фэдизкӏэ,фэдиз,NOUN,"['фэдиз', 'кӏэ']","['STEM', 'новый']",эквивалент,418,"['root', 'suffix']"
джэгунхэм,джэгу,NOUN,"['джэгу', 'н', 'хэ', 'м']","['STEM', 'MOD', 'PL', 'OBL']",свадьба;вечеринка,649,"['root', 'suffix', 'suffix', 'suffix']"
профилактикэ,профилактикэ,NOUN,['профилактикэ'],['STEM'],профилактика,115,['root']
партием,партие,NOUN,"['партие', 'м']","['STEM', 'OBL']",партия,1986,"['root', 'suffix']"
адыгеим,Адыгей,NOUN,"['адыгеи', 'м']","['STEM', 'OBL']",Адыгея,21795,"['root', 'suffix']"
адэ,адэ,NOUN,['адэ'],['STEM'],опухоль,2499,['root']
икъугъэ,къо,NOUN,"['и', 'къу', 'гъэ']","['LOC', 'STEM', 'PST']",свинья,50,"['prefix', 'root', 'suffix']"
иредактор,редактор,NOUN,"['и', 'редактор']","['POSS', 'STEM']",редактор,368,"['prefix', 'root']"
мэфэ,мафэ,NOUN,['мэфэ'],['STEM'],день,3208,['root']
ӏофтхьабзэм,ӏофтхьабз,NOUN,"['ӏофтхьабзэ', 'м']","['STEM', 'OBL']",мероприятие,7840,"['root', 'suffix']"
агъэцэкӏэжьыгъ,цакӏ,NOUN,"['а', 'гъэ', 'цэкӏэ', 'жьы', 'гъ']","['3PL.ERG', 'CAUS', 'STEM', 'RE', 'PST']",кромка,98,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
пчъагъэр,пчъагъэ,NOUN,"['пчъагъэ', 'р']","['STEM', 'ABS']",количество; число,1847,"['root', 'suffix']"
законхэм,закон,NOUN,"['закон', 'хэ', 'м']","['STEM', 'PL', 'OBL']",закон,139,"['root', 'suffix', 'suffix']"
хъугъэп,хъу,NOUN,"['хъу', 'гъ', 'эп']","['STEM', 'PST', 'NEG']",самец,550,"['root', 'suffix', 'suffix']"
итыгъ,тыгъэ,NOUN,"['и', 'тыгъ']","['POSS', 'STEM']",солнце,431,"['prefix', 'root']"
аслъан,аслъан,NOUN,['аслъан'],['STEM'],лев,12453,['root']
ятворчествэ,творчество,NOUN,"['й', 'а', 'творчествэ']","['POSS', '3PL.P', 'STEM']",творчество,220,"['prefix', 'prefix', 'root']"
артистэп,артист,NOUN,"['артист', 'эп']","['STEM', 'NEG']",артист,1,"['root', 'suffix']"
чылапхъэхэр,чылапхъ,NOUN,"['чылапхъэ', 'хэ', 'р']","['STEM', 'PL', 'ABS']",семя,129,"['root', 'suffix', 'suffix']"
фольклорым,фольклор,NOUN,"['фольклоры', 'м']","['STEM', 'OBL']",фольклор,252,"['root', 'suffix']"
компанием,компание,NOUN,"['компание', 'м']","['STEM', 'OBL']",компания,434,"['root', 'suffix']"
айдэмыр,Айдэмыр,NOUN,['айдэмыр'],['STEM'],Айдэмыр,809,['root']
ислам,Ислам,NOUN,['ислам'],['STEM'],Ислам,160,['root']
уахътэти,уахътэ,NOUN,"['уахътэ', 'ти']","['STEM', 'CS']",время; момент,1,"['root', 'suffix']"
тхьамэтэ,тхьаматэ,NOUN,['тхьамэтэ'],['STEM'],глава,248,['root']
чэщыр,чэщы,NOUN,"['чэщы', 'р']","['STEM', 'ABS']",ночь,285,"['root', 'suffix']"
лондон,Лондон,NOUN,['лондон'],['STEM'],Лондон,253,['root']
иаэропорт,аэропорт,NOUN,"['и', 'аэропорт']","['POSS', 'STEM']",аэропорт,23,"['prefix', 'root']"
гъашӏэмкӏэ,гъэр,NOUN,"['гъа', 'шӏэ', 'м', 'кӏэ']","['STEM', 'делать', 'OBL', 'INS']",год,13,"['root', 'suffix', 'suffix', 'suffix']"
тыгъэгъазэмрэ,тыгъэгъазэ,NOUN,"['тыгъэгъазэ', 'м', 'рэ']","['STEM', 'OBL', 'COORD']",декабрь,67,"['root', 'suffix', 'suffix']"
тиӏэхэм,ӏэ,NOUN,"['т', 'и', 'ӏэ', 'хэ', 'м']","['1PL.P', 'POSS', 'STEM', 'PL', 'OBL']",рука,319,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
гукъэкӏыжь,гукъэкӏыжь,NOUN,['гукъэкӏыжь'],['STEM'],воспоминание,247,['root']
джокер,джокер,NOUN,['джокер'],['STEM'],джокер,85,['root']
илъэс,лъэсэн,VERB,"['и', 'лъэс']","['LOC', 'STEM']",мыть,41848,"['prefix', 'root']"
зэхашӏэ,шӏэн,VERB,"['зэ', 'х', 'а', 'шӏэ']","['REC.IO', 'LOC', 'DAT', 'STEM']",делать; заниматься,453,"['prefix', 'prefix', 'prefix', 'root']"
ехъу,хъон,VERB,"['й', 'э', 'хъу']","['DAT', 'DYN', 'STEM']",случиться; стать,4435,"['prefix', 'prefix', 'root']"
зэшӏохыгъэ,хын,VERB,"['зэ', 'шӏо', 'хы', 'гъэ']","['RFL.IO', 'MAL', 'STEM', 'PST']",жать; косить,1376,"['prefix', 'prefix', 'root', 'suffix']"
хехы,хын,VERB,"['х', 'й', 'э', 'хы']","['LOC', '3SG.ERG', 'DYN', 'STEM']",уносить,76,"['prefix', 'prefix', 'prefix', 'root']"
къарыкӏыгъэ,кӏын,VERB,"['къ', 'а', 'ры', 'кӏы', 'гъэ']","['DIR', '3PL.IO', 'LOC', 'STEM', 'PST']",расти; взойти,947,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
афэбгъэуцухэрэр,уцун,VERB,"['а', 'фэ', 'б', 'гъэ', 'уцу', 'хэ', 'рэ', 'р']","['3PL.IO', 'BEN', '2SG.ERG', 'CAUS', 'STEM', 'PL', 'DYN', 'ABS']",встать;прекратить,1,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
сызэресэжьыгъэу,есэн,VERB,"['сы', 'зэр', 'е', 'сэ', 'жьы', 'гъ', 'эу']","['1SG.ABS', 'REL.SUB', 'DAT', 'STEM', 'RE', 'PST', 'ADV']",привыкнуть,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зэрэзэрамыгъэшӏагъэр,шӏэн,VERB,"['зэрэ', 'зэ', 'р', 'а', 'мы', 'гъэ', 'шӏа', 'гъэ', 'р']","['REL.SUB', 'REL.IO', 'DAT', '3PL.ERG', 'NEG', 'CAUS', 'STEM', 'PST', 'ABS']",делать; заниматься,5,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэхихырэр,хын,VERB,"['зэ', 'х', 'и', 'хы', 'рэ', 'р']","['REC.IO', 'LOC', '3SG.ERG', 'STEM', 'DYN', 'ABS']",жать; косить,441,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
ары,а,VERB,"['а', 'ры']","['STEM', 'PRED']",тот,34636,"['root', 'suffix']"
сеупчӏыжьыгъ,еупчӏын,VERB,"['с', 'е', 'упчӏы', 'жьы', 'гъ']","['1SG.ABS', 'DAT', 'STEM', 'RE', 'PST']",порасспросить,5,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
щысэшӏу,шӏэн,VERB,"['щы', 'с', 'э', 'шӏ', 'у']","['GENLOC', '1SG.ERG', 'DYN', 'STEM', 'ADV']",делать; заниматься,138,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэӏукӏэр,ӏон,VERB,"['з', 'э', 'ӏу', 'кӏэ', 'р']","['RFL.IO', 'DAT', 'STEM', 'NMLZ.MNR', 'ABS']",сказать; молотить,497,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зыщапӏугъэм,пӏун,VERB,"['зы', 'щ', 'а', 'пӏу', 'гъэ', 'м']","['RFL.IO', 'GENLOC', '3PL.ERG', 'STEM', 'PST', 'OBL']",воспитывать; растить; опекать,19,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
чыжьэу,чын,VERB,"['чы', 'жь', 'эу']","['STEM', 'RE', 'ADV']",лопнуть,1010,"['root', 'suffix', 'suffix']"
зыхэлъ,лъын,VERB,"['зы', 'хэ', 'лъ']","['REL.IO', 'LOC', 'STEM']",заточить,2304,"['prefix', 'prefix', 'root']"
зэхихыгъэр,хын,VERB,"['зэ', 'х', 'и', 'хы', 'гъэ', 'р']","['RFL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'ABS']",уносить,2233,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
ешӏэ,шӏэн,VERB,"['е', 'шӏэ']","['DAT', 'STEM']",знать,1561,"['prefix', 'root']"
заухыгъэр,ухын,VERB,"['з', 'а', 'ухы', 'гъэ', 'р']","['RFL.IO', '3PL.ERG', 'STEM', 'PST', 'ABS']",пройти; закрыть; кончить; миновать; завершить; исчерпать,149,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
къащыуцугъ,уцун,VERB,"['къ', 'а', 'щы', 'уцу', 'гъ']","['DIR', '3PL.IO', 'GENLOC', 'STEM', 'PST']",встать; успокоиться; улечься; замереть; затихнуть,446,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зыфэдэхэр,дэн,VERB,"['зы', 'фэ', 'дэ', 'хэ', 'р']","['RFL.IO', 'BEN', 'STEM', 'PL', 'ABS']",шить;соглашаться;позволять,430,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
къызэпикӏухьагъэу,кӏухьан,VERB,"['къы', 'зэ', 'п', 'и', 'кӏухьа', 'гъ', 'эу']","['DIR', 'REC.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'ADV']",двигаться; обойти; путешествовать; проходить; прогуляться; объехать; разгуливать,1,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэкӏэми,кӏэн,VERB,"['з', 'э', 'кӏэ', 'м', 'и']","['REL.TMP', 'DYN', 'STEM', 'OBL', 'ADD']",выходить,5376,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
гупшысэ,гупшысэн,VERB,['гупшысэ'],['STEM'],думать,1297,['root']
щызэригъэшӏагъ,ешӏэн,VERB,"['щы', 'зэ', 'р', 'и', 'гъэ', 'шӏа', 'гъ']","['GENLOC', 'RFL.IO', 'DAT', '3SG.ERG', 'CAUS', 'STEM', 'PST']",играть,36,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
лъэӏукӏэ,лъэӏон,VERB,"['лъэӏу', 'кӏэ']","['STEM', 'INS']",просить,73,"['root', 'suffix']"
зекӏуакӏэр,кӏон,VERB,"['з', 'й', 'э', 'кӏуа', 'кӏэ', 'р']","['REL.TMP', 'DAT', 'DYN', 'STEM', 'NMLZ.MNR', 'ABS']",идти,89,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
фашӏырэм,шӏын,VERB,"['ф', 'а', 'шӏы', 'рэ', 'м']","['BEN', '3PL.ERG', 'STEM', 'DYN', 'OBL']",делать,76,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэригъэпсыхэрэм,псын,VERB,"['зэр', 'и', 'гъэ', 'псы', 'хэ', 'рэ', 'м']","['REL.SUB', 'LOC', 'CAUS', 'STEM', 'PL', 'DYN', 'OBL']",маячить,9,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
ратыщт,етын,VERB,"['р', 'а', 'ты', 'щт']","['DAT', '3PL.ERG', 'STEM', 'FUT']",дать; вручить,59,"['prefix', 'prefix', 'root', 'suffix']"
къыхэкӏэу,кӏын,VERB,"['къы', 'хэ', 'кӏ', 'эу']","['DIR', 'LOC', 'STEM', 'ADV']",выходить,2827,"['prefix', 'prefix', 'root', 'suffix']"
зэхащэгъэгъэ,щэн,VERB,"['зэ', 'х', 'а', 'щэ', 'гъэ', 'гъэ']","['RFL.IO', 'LOC', '3PL.ERG', 'STEM', 'PST', 'PST']",вести; продавать,98,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
горэ,гон,VERB,"['го', 'рэ']","['STEM', 'DYN']",толочь,3929,"['root', 'suffix']"
тилэгъухэм,лэн,VERB,"['т', 'и', 'лэ', 'гъу', 'хэ', 'м']","['1PL.IO', 'LOC', 'STEM', 'NMLZ.TIME', 'PL', 'OBL']",окрасить; накрасить,6,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зыгъащтэхэрэ,щтэн,VERB,"['зы', 'гъа', 'щтэ', 'хэ', 'рэ']","['REL.TMP', 'CAUS', 'STEM', 'PL', 'DYN']",бояться; пугаться; ужаснуться; встревожиться; перепугаться; устрашиться,1,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
итеплъэ,плъэн,VERB,"['и', 'те', 'плъэ']","['POSS', 'LOC', 'STEM']",смотреть,455,"['prefix', 'prefix', 'root']"
зэриӏогъагъэм,ӏон,VERB,"['зэ', 'р', 'и', 'ӏо', 'гъа', 'гъэ', 'м']","['REL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'PST', 'OBL']",сказать; молотить,8,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зэхахьэ,хьэн,VERB,"['зэ', 'ха', 'хьэ']","['REC.IO', 'LOC', 'STEM']",входить,430,"['prefix', 'prefix', 'root']"
упчӏэхэр,упчӏэн,VERB,"['упчӏэ', 'хэ', 'р']","['STEM', 'PL', 'ABS']",спросить,579,"['root', 'suffix', 'suffix']"
изэхэшӏэ,шӏэн,VERB,"['и', 'зэ', 'хэ', 'шӏэ']","['POSS', 'REC.IO', 'LOC', 'STEM']",делать; заниматься,15,"['prefix', 'prefix', 'prefix', 'root']"
щытыгъэми,тын,VERB,"['щы', 'ты', 'гъэ', 'м', 'и']","['GENLOC', 'STEM', 'PST', 'OBL', 'ADD']",давать,100,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
къалэхэм,лэн,VERB,"['къа', 'лэ', 'хэ', 'м']","['DIR', 'STEM', 'PL', 'OBL']",окрасить; накрасить,569,"['prefix', 'root', 'suffix', 'suffix']"
хигъэкӏыгъэшъ,кӏын,VERB,"['х', 'и', 'гъэ', 'кӏы', 'гъэ', 'шъ']","['LOC', '3SG.ERG', 'CAUS', 'STEM', 'PST', 'CS2']",расти; взойти,3,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэрагъэшӏагъ,шӏэн,VERB,"['зэ', 'р', 'а', 'гъэ', 'шӏа', 'гъ']","['REL.IO', 'DAT', '3PL.ERG', 'CAUS', 'STEM', 'PST']",знать,536,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
язэнэкъокъу,нэкъокъон,VERB,"['й', 'а', 'з', 'э', 'нэкъокъу']","['POSS', '3PL.P', 'RFL.IO', 'DAT', 'STEM']",поспорить; соревноваться,774,"['prefix', 'prefix', 'prefix', 'prefix', 'root']"
зыхэшӏыкӏыгъагъэхэр,шӏын,VERB,"['зы', 'хэ', 'шӏы', 'кӏы', 'гъа', 'гъэ', 'хэ', 'р']","['RFL.IO', 'LOC', 'STEM', 'EL', 'PST', 'PST', 'PL', 'ABS']",делать,3,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix', 'suffix']"
тшӏоигъор,ин,VERB,"['т', 'шӏо', 'и', 'гъо', 'р']","['1PL.IO', 'MAL', 'STEM', 'NMLZ.TIME', 'ABS']",мазать; побелить,175,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
арыти,тын,VERB,"['а', 'ры', 'т', 'и']","['3PL.IO', 'TRANS', 'STEM', 'ADD']",стоять,652,"['prefix', 'prefix', 'root', 'suffix']"
къызэригъэкӏощтыр,кӏон,VERB,"['къы', 'зэ', 'р', 'и', 'гъэ', 'кӏо', 'щты', 'р']","['DIR', 'REL.IO', 'LOC', '3SG.ERG', 'CAUS', 'STEM', 'FUT', 'ABS']",идти,12,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
хэпхыгъэу,хын,VERB,"['хэ', 'п', 'хы', 'гъ', 'эу']","['LOC', '2SG.ERG', 'STEM', 'PST', 'ADV']",жать; косить,8,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
ежьхэри,ежьэн,VERB,"['й', 'э', 'жь', 'хэ', 'ри']","['DAT', 'DYN', 'STEM', 'PL', 'ADD']",отправляться,238,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
къытфэхъу,хъон,VERB,"['къы', 'т', 'фэ', 'хъу']","['DIR', '1PL.IO', 'BEN', 'STEM']",случиться; стать,83,"['prefix', 'prefix', 'prefix', 'root']"
къыщытетхыгъ,хын,VERB,"['къы', 'щы', 'те', 'т', 'хы', 'гъ']","['DIR', 'GENLOC', 'LOC', '1PL.ERG', 'STEM', 'PST']",жать; косить,435,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
сишӏошӏыкӏэ,шӏын,VERB,"['с', 'и', 'шӏо', 'шӏы', 'кӏэ']","['1SG.IO', 'LOC', 'MAL', 'STEM', 'NMLZ.MNR']",делать,438,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
ищыкӏагъэри,кӏэн,VERB,"['и', 'щы', 'кӏа', 'гъэ', 'ри']","['LOC', 'GENLOC', 'STEM', 'PST', 'ADD']",выходить,30,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэрэхъугъэр,хъон,VERB,"['зэрэ', 'хъу', 'гъэ', 'р']","['REL.SUB', 'STEM', 'PST', 'ABS']",случиться; стать,1553,"['prefix', 'root', 'suffix', 'suffix']"
и,ин,VERB,['и'],['STEM'],мазать; побелить,75556,['root']
фызэшӏокӏыгъэр,кӏын,VERB,"['фы', 'зэ', 'шӏо', 'кӏы', 'гъэ', 'р']","['BEN', 'REC.IO', 'MAL', 'STEM', 'PST', 'ABS']",выходить,160,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
узыгъэукӏытэн,укӏытэн,VERB,"['у', 'зы', 'гъэ', 'укӏытэ', 'н']","['2SG.ABS', 'REL.TMP', 'CAUS', 'STEM', 'MOD']",стыдиться;стесняться; робеть; сконфузиться,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
тырагъэтыщт,тын,VERB,"['ты', 'р', 'а', 'гъэ', 'ты', 'щт']","['1PL.ABS', 'DAT', '3PL.ERG', 'CAUS', 'STEM', 'FUT']",давать,92,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
къаубыти,убытын,VERB,"['къ', 'а', 'убыт', 'и']","['DIR', '3PL.ERG', 'STEM', 'ADD']",ухватить,17,"['prefix', 'prefix', 'root', 'suffix']"
ихэшыпыкӏыгъэ,шыпын,VERB,"['и', 'хэ', 'шыпы', 'кӏы', 'гъэ']","['LOC', 'LOC', 'STEM', 'EL', 'PST']",собирать;подбирать,889,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэтегъэпсыхьагъэ,псын,VERB,"['зэ', 'те', 'гъэ', 'псы', 'хьа', 'гъэ']","['RFL.IO', 'LOC', 'CAUS', 'STEM', 'ILL', 'PST']",маячить,1172,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
щызэхэшъухыгъэмрэ,хын,VERB,"['щы', 'зэ', 'хэ', 'шъу', 'хы', 'гъэ', 'м', 'рэ']","['GENLOC', 'REC.IO', 'LOC', '2PL.ERG', 'STEM', 'PST', 'OBL', 'COORD']",жать; косить,8,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
къыбдэхъунхэу,хъун,VERB,"['къы', 'б', 'дэ', 'хъу', 'н', 'х', 'эу']","['DIR', '2SG.IO', 'COM', 'STEM', 'MOD', 'PL', 'ADV']",случиться; стать,216,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
фэкъолӏым,лӏын,VERB,"['фэ', 'къо', 'лӏы', 'м']","['BEN', 'LOC', 'STEM', 'OBL']","заколоть, задушить",56,"['prefix', 'prefix', 'root', 'suffix']"
яшӏэныгъэ,ешӏэн,VERB,"['й', 'а', 'шӏэ', 'ны', 'гъэ']","['3PL.IO', 'DAT', 'STEM', 'MOD', 'NMLZ.ABSTR']",играть,386,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зыфэдэр,дэн,VERB,"['зы', 'фэ', 'дэ', 'р']","['REL.IO', 'BEN', 'STEM', 'ABS']",согласовывать,1333,"['prefix', 'prefix', 'root', 'suffix']"
хэкӏыжьыгъ,хэкӏын,VERB,"['хэкӏы', 'жьы', 'гъ']","['STEM', 'RE', 'PST']",выйти; выпутаться; смыться,46,"['root', 'suffix', 'suffix']"
къехъурэ,хъун,VERB,"['къ', 'й', 'э', 'хъу', 'рэ']","['DIR', 'DAT', 'DYN', 'STEM', 'COORD']",случиться; стать,136,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
иӏэхэмэ,ӏэн,VERB,"['и', 'ӏэ', 'хэ', 'мэ']","['POSS', 'STEM', 'PL', 'OBL.PL']",быть,23,"['prefix', 'root', 'suffix', 'suffix']"
къызэхихыгъ,хын,VERB,"['къы', 'зэ', 'х', 'и', 'хы', 'гъ']","['DIR', 'RFL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST']",жать; косить,119,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
хэткӏи,тын,VERB,"['х', 'э', 'т', 'кӏ', 'и']","['LOC', 'DYN', 'STEM', 'NMLZ.MNR', 'ADD']",стоять,371,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зышӏыгъэ,шӏын,VERB,"['зы', 'шӏы', 'гъэ']","['RFL.ABS', 'STEM', 'PST']",делать,525,"['prefix', 'root', 'suffix']"
къызыдихьыгъэ,хьын,VERB,"['къы', 'зы', 'д', 'и', 'хьы', 'гъэ']","['DIR', 'REL.TMP', 'COM', '3SG.ERG', 'STEM', 'PST']",нести,132,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
фэдэ,дэн,VERB,"['фэ', 'дэ']","['BEN', 'STEM']",согласовывать,17185,"['prefix', 'root']"
къыпэблэгъэ,блэн,VERB,"['къы', 'п', 'э', 'блэ', 'гъэ']","['DIR', '2SG.IO', 'DAT', 'STEM', 'PST']",нанизывать; плести,101,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
