morpheme,gloss,affix,freq
ӏэкӏ,INADV,prefix,6822
ӏэкӏа,INADV,prefix,1783
ӏэкӏы,INADV,prefix,9
шъу,POT,suffix,11514
й,3PL.P+POSS,prefix,11265
я,3PL.P+POSS,prefix,194
псы,вода,suffix,9698
пс,вода,suffix,3834
мышъхьэ,вода,suffix,1
зэрэ,REC.ERG,prefix,9353
зэр,REC.ERG,prefix,3081
пэ,нос,suffix,9312
шъу,2PL.P,prefix,8475
шъуа,2PL.P,prefix,512
жъу,2PL.P,prefix,9
я,ORD,prefix,6910
дрэ,другой,suffix,5058
э,MULT,suffix,5030
о,MULT,suffix,411
лӏ,мужчина,suffix,4914
лӏы,мужчина,suffix,380
ф,белый,suffix,4545
фы,белый,suffix,1974
къо,сын,suffix,4391
щ,три,suffix,4051
щы,три,suffix,2461
и,три,suffix,8
ш,брат,suffix,4005
шы,брат,suffix,977
х,шесть,suffix,1516
хы,шесть,suffix,3105
и,шесть,suffix,1
орэ,OPT,prefix,2070
й,3PL.IO+DAT,prefix,1660
тхъо,седой,suffix,1554
ины,большой,suffix,476
ин,большой,suffix,1052
тфы,пять,suffix,934
тф,пять,suffix,1034
и,пять,suffix,4
плӏы,четыре,suffix,872
плӏ,четыре,suffix,944
и,четыре,suffix,1
бгъэ,грудь,suffix,887
шъэ,сто,suffix,886
пшӏы,десять,suffix,488
пшӏ,десять,suffix,870
и,десять,suffix,3
бгъу,бок,suffix,758
бгъу,девять,suffix,576
бл,семь,suffix,572
блы,семь,suffix,429
пхъу,дочь,suffix,269
шхъо,серый,suffix,251
бай,богатый,suffix,63
баи,богатый,suffix,84
тхэ,APL,suffix,15
анжеликэ,APL,suffix,3
тх,APL,suffix,1
