morpheme,gloss,affix,freq
донорствэ,STEM,root,18
кӏэпӏы,STEM,root,17
вячеслав,STEM,root,1164
уас,STEM,root,1286
шумаф,STEM,root,70
пхъота,STEM,root,429
прибалтикэ,STEM,root,23
кавалер,STEM,root,33
кӏэфы,STEM,root,4
къухь,STEM,root,66
цакӏэ,STEM,root,1382
следственнэ,STEM,root,610
хьазаб,STEM,root,305
физкультурэ,STEM,root,1215
салаты,STEM,root,15
мыдэ,STEM,root,789
накъэ,STEM,root,454
арамбый,STEM,root,388
пкӏашъэ,STEM,root,85
самолеты,STEM,root,138
электроэнергие,STEM,root,467
заводы,STEM,root,1222
тхьап,STEM,root,718
шъуамбгъо,STEM,root,182
курорт,STEM,root,432
пэн,STEM,root,159
неущ,STEM,root,1169
дыгъу,STEM,root,44
ерагъ,STEM,root,344
штабс,STEM,root,508
прокурор,STEM,root,978
нанэ,STEM,root,745
нэбгыра,STEM,root,462
маргарита,STEM,root,38
ленины,STEM,root,625
щэӏэ,STEM,root,167
осы,STEM,root,552
джыбэ,STEM,root,214
польшэ,STEM,root,281
пхэкӏы,STEM,root,26
шхуа,STEM,root,38
бэшэрэбы,STEM,root,68
классик,STEM,root,178
профессионал,STEM,root,35
бей,STEM,root,195
убэ,STEM,root,180
мопеды,STEM,root,18
пцӏэн,STEM,root,42
археолог,STEM,root,486
гъожь,STEM,root,320
пщэр,STEM,root,83
павловы,STEM,root,86
пчыхьэ,STEM,root,1702
педагогическэ,STEM,root,96
джэмышхы,STEM,root,120
лъэуж,STEM,root,636
валентинэ,STEM,root,40
ныбжьыкъу,STEM,root,85
аспирантурэ,STEM,root,185
краснодарскэ,STEM,root,75
мыса,STEM,root,605
лъэпсэ,STEM,root,624
хьщыр,STEM,root,308
кӏыкӏы,STEM,root,69
мэщы,STEM,root,50
профилактическэ,STEM,root,211
курс,STEM,root,659
орленок,STEM,root,29
ахмедхановы,STEM,root,19
нэнэжъ,STEM,root,220
нап,STEM,root,122
щхэ,STEM,root,1065
гъунапкъэ,STEM,root,856
кушъу,STEM,root,730
портрет,STEM,root,53
къэбза,STEM,root,508
дэгъум,STEM,root,394
шъхьац,STEM,root,318
рекомендацие,STEM,root,64
гъушъ,STEM,root,125
температурэ,STEM,root,129
комбинат,STEM,root,89
фатины,STEM,root,13
паг,STEM,root,224
селезневы,STEM,root,77
гощы,STEM,root,2518
ирина,STEM,root,617
бригадэ,STEM,root,562
нэшъу,STEM,root,852
сатыушӏ,STEM,root,364
бысым,STEM,root,2022
ткӏо,STEM,root,66
уӏэ,STEM,root,435
чэта,STEM,root,21
радугэ,STEM,root,141
армян,STEM,root,2
лъэпса,STEM,root,19
марьянэ,STEM,root,31
пыдж,STEM,root,42
ӏушы,STEM,root,1281
зекӏо,STEM,root,1133
интернаты,STEM,root,303
хьар,STEM,root,14
ӏофтхьэбзэ,STEM,root,1071
моущтэу,STEM,root,174
бэны,STEM,root,230
согдиан,STEM,root,30
олимпие,STEM,root,33
людовик,STEM,root,48
редактор,STEM,root,739
ощ,STEM,root,1245
кӏуатэ,STEM,root,2729
тхытхы,STEM,root,43
хъарзынэ,STEM,root,84
информационнэ,STEM,root,328
бжыхьа,STEM,root,62
художник,STEM,root,110
къэбэртае,STEM,root,425
чъыӏ,STEM,root,225
сержант,STEM,root,90
чиновникы,STEM,root,24
гъуаз,STEM,root,47
нэгуя,STEM,root,833
васильева,STEM,root,289
степашины,STEM,root,17
къэзэкъ,STEM,root,1143
куд,STEM,root,6
пщэры,STEM,root,244
лъэхъаны,STEM,root,4804
лэжьапкӏ,STEM,root,337
ӏуп,STEM,root,346
гугъэуз,STEM,root,32
литрэ,STEM,root,194
лъэныкъуа,STEM,root,611
хэхъо,STEM,root,1077
пилат,STEM,root,91
естественнэ,STEM,root,132
пщыны,STEM,root,918
анатолий,STEM,root,980
мюнхен,STEM,root,19
хъопса,STEM,root,366
труб,STEM,root,17
пищальниковы,STEM,root,7
емтӏылъ,STEM,root,2448
англие,STEM,root,166
шӏошӏы,STEM,root,1472
ставрополь,STEM,root,743
гугъуемылӏ,STEM,root,74
экономическэ,STEM,root,378
пыут,STEM,root,336
республик,STEM,root,1516
гъэблэ,STEM,root,122
дыуары,STEM,root,4
оял,STEM,root,14
къабз,STEM,root,857
регистрационнэ,STEM,root,42
драматическэ,STEM,root,128
фестивал,STEM,root,603
ӏаз,STEM,root,528
бэщ,STEM,root,245
законы,STEM,root,1332
вероник,STEM,root,57
анализы,STEM,root,14
ӏай,STEM,root,60
татьяна,STEM,root,476
гранты,STEM,root,56
документацие,STEM,root,134
къэбэртэя,STEM,root,66
артур,STEM,root,389
литературнэ,STEM,root,774
кӏыкӏ,STEM,root,775
ӏулӏэ,STEM,root,208
мыс,STEM,root,612
закӏ,STEM,root,156
натхъо,STEM,root,1175
дэӏуа,STEM,root,177
милан,STEM,root,66
союзы,STEM,root,806
грузины,STEM,root,16
нэпшӏэкъуй,STEM,root,84
пыджа,STEM,root,92
драматург,STEM,root,285
фаб,STEM,root,883
даӏо,STEM,root,653
докторы,STEM,root,109
борис,STEM,root,339
щай,STEM,root,322
шӏагъо,STEM,root,1838
лыупкӏатэ,STEM,root,7
северскэ,STEM,root,54
патруль,STEM,root,380
гапошин,STEM,root,179
зымаф,STEM,root,18
жъалымы,STEM,root,436
къэлэдэс,STEM,root,397
капитан,STEM,root,319
ӏаж,STEM,root,142
австрие,STEM,root,95
ядэжь,STEM,root,560
нэфынэ,STEM,root,823
черкесы,STEM,root,427
гъэбылъы,STEM,root,994
пшӏы,STEM,root,1545
светлана,STEM,root,449
орден,STEM,root,1209
владивосток,STEM,root,38
фронтовик,STEM,root,89
лыя,STEM,root,307
тхьаумаф,STEM,root,77
шъхьап,STEM,root,156
хъопс,STEM,root,491
часть,STEM,root,221
пчэгу,STEM,root,1568
шапиевы,STEM,root,7
пленум,STEM,root,47
сэнэхьаты,STEM,root,1426
пщыкъан,STEM,root,49
арсеналы,STEM,root,29
лагъэ,STEM,root,119
петр,STEM,root,696
пщынао,STEM,root,418
чылэпхъэ,STEM,root,207
шыхьаты,STEM,root,233
къэралы,STEM,root,93
неущмыкӏ,STEM,root,20
суздальскэ,STEM,root,4
природнэ,STEM,root,11
хьэр,STEM,root,337
пэнэшъу,STEM,root,1172
расим,STEM,root,250
звезд,STEM,root,181
щэф,STEM,root,778
пхъэша,STEM,root,300
анкетэ,STEM,root,53
ивановы,STEM,root,245
шэуджэны,STEM,root,370
чэсэбый,STEM,root,154
асфар,STEM,root,221
кубаньэнерго,STEM,root,149
счет,STEM,root,364
духовнэ,STEM,root,147
жизн,STEM,root,82
кооператив,STEM,root,73
мамаевы,STEM,root,6
ӏупкӏ,STEM,root,578
пшыс,STEM,root,134
иркутскэ,STEM,root,56
сюжет,STEM,root,97
баскетболист,STEM,root,188
валерий,STEM,root,537
суд,STEM,root,839
къэхъун,STEM,root,140
дагъо,STEM,root,170
мах,STEM,root,13
къэмлан,STEM,root,81
ӏэса,STEM,root,126
тыд,STEM,root,469
аптекэ,STEM,root,252
ӏэбжыб,STEM,root,44
емыж,STEM,root,439
гъаблэ,STEM,root,271
кууа,STEM,root,319
виктория,STEM,root,240
умысы,STEM,root,685
унэза,STEM,root,23
пхъэдзы,STEM,root,82
къэлэмы,STEM,root,355
дыдж,STEM,root,83
сыдрэ,STEM,root,866
телеграммэ,STEM,root,96
иордание,STEM,root,666
степанов,STEM,root,82
хъункӏ,STEM,root,258
аварие,STEM,root,447
хьажъу,STEM,root,26
хореографическэ,STEM,root,26
чыл,STEM,root,537
егъэ,STEM,root,809
фольксваген,STEM,root,11
джамбэч,STEM,root,150
зоотехник,STEM,root,38
музыкэ,STEM,root,976
кӏымаф,STEM,root,109
ӏэшэ,STEM,root,488
цыцэ,STEM,root,32
юбилей,STEM,root,633
проектнэ,STEM,root,61
муслим,STEM,root,48
фыжьы,STEM,root,685
лъаг,STEM,root,726
хъусен,STEM,root,508
кӏыхьа,STEM,root,931
пфр,STEM,root,637
нэджы,STEM,root,99
францие,STEM,root,425
къэпразы,STEM,root,22
пчыхьа,STEM,root,111
книг,STEM,root,31
тӏэты,STEM,root,193
лэжьэпкӏэ,STEM,root,208
такълый,STEM,root,93
галин,STEM,root,297
урым,STEM,root,811
социологие,STEM,root,156
гузажъо,STEM,root,324
рузан,STEM,root,175
лондон,STEM,root,260
болгар,STEM,root,223
хафэ,STEM,root,112
кадрэ,STEM,root,634
пыи,STEM,root,1612
гыи,STEM,root,419
евгений,STEM,root,694
хъопсэ,STEM,root,737
агроном,STEM,root,349
транспорт,STEM,root,543
драматургы,STEM,root,61
джеймс,STEM,root,36
гъэт,STEM,root,655
къуай,STEM,root,26
мюзикл,STEM,root,15
израил,STEM,root,836
конфедерацие,STEM,root,23
хэс,STEM,root,500
шӏэхы,STEM,root,38
килограммы,STEM,root,159
узбекистан,STEM,root,75
всероссийскэ,STEM,root,220
камернэ,STEM,root,224
шӏуцӏ,STEM,root,87
нэфсэт,STEM,root,1809
охлопковы,STEM,root,30
профессиональнэ,STEM,root,475
мурады,STEM,root,226
хьалыщ,STEM,root,5
колесниковы,STEM,root,57
филипп,STEM,root,102
миллионер,STEM,root,40
кембридж,STEM,root,43
турниры,STEM,root,110
имысы,STEM,root,7
вертикалы,STEM,root,20
консерваторие,STEM,root,173
пчэны,STEM,root,113
тӏэтэ,STEM,root,66
къурӏан,STEM,root,128
спортплощадкэ,STEM,root,19
уцышъо,STEM,root,149
рекорд,STEM,root,67
къэлэпчъэ,STEM,root,133
гъогогъу,STEM,root,1284
арнольд,STEM,root,15
махъшэ,STEM,root,116
нэмазышӏ,STEM,root,46
лъэга,STEM,root,1349
сингапур,STEM,root,18
кӏако,STEM,root,342
финалы,STEM,root,570
отделы,STEM,root,827
повесть,STEM,root,160
кушъхьэфачъ,STEM,root,5
къат,STEM,root,642
ӏорышӏ,STEM,root,188
лагерь,STEM,root,394
бэрэскэжъый,STEM,root,32
потребительскэ,STEM,root,59
секретар,STEM,root,671
бэрсэй,STEM,root,53
напцэ,STEM,root,67
рубрикэ,STEM,root,59
стрельцова,STEM,root,11
индрыс,STEM,root,91
хьаджы,STEM,root,354
ӏэхъуамб,STEM,root,10
зэуа,STEM,root,1974
мэза,STEM,root,97
екатерина,STEM,root,267
кӏуад,STEM,root,87
хъыбэй,STEM,root,66
черемушкэ,STEM,root,87
датхъужъ,STEM,root,196
пакеты,STEM,root,29
смоленскэ,STEM,root,66
арбитражнэ,STEM,root,101
дмитрий,STEM,root,1427
лэжь,STEM,root,1028
тхьэсурэты,STEM,root,25
отряды,STEM,root,135
хьасан,STEM,root,295
рубин,STEM,root,358
мэкъэгъэӏу,STEM,root,590
василий,STEM,root,574
молэ,STEM,root,146
спортсменк,STEM,root,36
къалмыкъы,STEM,root,167
майскэ,STEM,root,151
ковалевы,STEM,root,114
юрист,STEM,root,403
спортсменкэ,STEM,root,380
ӏэжа,STEM,root,543
коблы,STEM,root,110
хьакӏуцу,STEM,root,29
мерэм,STEM,root,288
зернэ,STEM,root,50
телевидение,STEM,root,839
георгий,STEM,root,217
ролы,STEM,root,277
паӏо,STEM,root,500
грознэ,STEM,root,364
гъучӏ,STEM,root,388
мырзэ,STEM,root,394
упс,STEM,root,151
лицо,STEM,root,46
нижегородскэ,STEM,root,24
екатеринбург,STEM,root,55
фызы,STEM,root,233
щэо,STEM,root,7
тыжьын,STEM,root,884
нэз,STEM,root,120
власовы,STEM,root,9
рецензент,STEM,root,18
дзэукъожь,STEM,root,170
мэф,STEM,root,1338
къутам,STEM,root,1616
тхьаркъо,STEM,root,182
унитарнэ,STEM,root,51
истамбул,STEM,root,126
социал,STEM,root,3
китаи,STEM,root,407
оркъ,STEM,root,554
хэбза,STEM,root,196
огюстен,STEM,root,163
коноваловы,STEM,root,14
ольгэ,STEM,root,96
полин,STEM,root,72
гугъ,STEM,root,1023
пхъаш,STEM,root,1146
гуцэфэ,STEM,root,260
картонтара,STEM,root,87
россельхозбанкы,STEM,root,43
ча,STEM,root,58
псков,STEM,root,27
мемориал,STEM,root,70
шӏоркъ,STEM,root,24
занкӏ,STEM,root,594
фельдшер,STEM,root,363
демографие,STEM,root,212
пындж,STEM,root,206
годзэ,STEM,root,19
прагэ,STEM,root,51
джанэ,STEM,root,268
дамбэ,STEM,root,128
корректор,STEM,root,25
пхъэнтӏэкӏу,STEM,root,328
инджылыз,STEM,root,166
пшъа,STEM,root,34
взнос,STEM,root,88
доклад,STEM,root,594
гъашӏ,STEM,root,334
кабинеты,STEM,root,148
заочнэ,STEM,root,57
тӏатэ,STEM,root,60
быгъушъ,STEM,root,1
лъэсы,STEM,root,302
ланкины,STEM,root,15
хъурмэ,STEM,root,259
ассоциацие,STEM,root,446
дударыкъу,STEM,root,17
сценарие,STEM,root,109
фашисты,STEM,root,28
пхъа,STEM,root,377
зэолӏы,STEM,root,87
поэм,STEM,root,209
убл,STEM,root,132
евразийскэ,STEM,root,25
литератор,STEM,root,74
статистикэ,STEM,root,267
военнэ,STEM,root,109
балетмейстеры,STEM,root,3
профилактикэ,STEM,root,199
факультет,STEM,root,1102
пушкины,STEM,root,428
агрегаты,STEM,root,29
насыпышӏу,STEM,root,95
доцент,STEM,root,260
гъукӏы,STEM,root,124
координационнэ,STEM,root,237
апсэ,STEM,root,362
юриспруденцие,STEM,root,34
актер,STEM,root,166
берлин,STEM,root,466
ермиловы,STEM,root,62
партийнэ,STEM,root,328
госпиталь,STEM,root,41
алахьэ,STEM,root,570
мамыку,STEM,root,499
экскурсие,STEM,root,141
къумалы,STEM,root,254
ми,STEM,root,913
лагер,STEM,root,155
комиссариаты,STEM,root,97
ельцины,STEM,root,62
ц,STEM,root,56
чъэпхъы,STEM,root,211
къэбэскъэ,STEM,root,34
пшъэрылъы,STEM,root,909
страховкэ,STEM,root,77
тыгъэгъаз,STEM,root,60
ветераны,STEM,root,188
щэджэгъуашхэ,STEM,root,150
шарлотта,STEM,root,333
автобусы,STEM,root,147
уашъо,STEM,root,1132
тут,STEM,root,12
грамотност,STEM,root,3
игорь,STEM,root,676
апелляционнэ,STEM,root,15
сэх,STEM,root,137
нэхэе,STEM,root,2283
хъуты,STEM,root,57
федоровы,STEM,root,282
мамый,STEM,root,945
жъоркъ,STEM,root,63
бгы,STEM,root,436
аппараты,STEM,root,59
плъыжьы,STEM,root,1011
отставкэ,STEM,root,126
шына,STEM,root,35
промышленносты,STEM,root,451
бастилие,STEM,root,7
хъуапс,STEM,root,210
гузэжъуа,STEM,root,162
законопроект,STEM,root,847
кобл,STEM,root,850
осиповы,STEM,root,25
тхьагъэлыдж,STEM,root,35
иванов,STEM,root,121
латыш,STEM,root,4
хьэсэ,STEM,root,111
конторэ,STEM,root,54
убгъо,STEM,root,100
топоровы,STEM,root,41
леоновы,STEM,root,27
зыхьэ,STEM,root,514
батмэн,STEM,root,67
джынэ,STEM,root,112
правэ,STEM,root,368
бжъэ,STEM,root,224
прокуроры,STEM,root,179
светэ,STEM,root,249
мэзыхьэ,STEM,root,29
адрес,STEM,root,99
чъыӏэ,STEM,root,1208
кадастровэ,STEM,root,50
коринф,STEM,root,13
инфекцие,STEM,root,221
эльбрусы,STEM,root,44
хъои,STEM,root,139
ст,STEM,root,566
мэхъошы,STEM,root,54
укӏорэи,STEM,root,59
майкоп,STEM,root,235
гукъан,STEM,root,16
семинар,STEM,root,391
ӏалъмэкъ,STEM,root,194
шовгеновский,STEM,root,54
быу,STEM,root,103
тутыны,STEM,root,424
уӏучӏы,STEM,root,30
методист,STEM,root,138
кириченкэ,STEM,root,118
инженер,STEM,root,446
германие,STEM,root,827
кӏота,STEM,root,1574
кировы,STEM,root,57
банкы,STEM,root,618
пэпцӏ,STEM,root,2
хэкӏ,STEM,root,1367
кондэ,STEM,root,76
лесничество,STEM,root,1
планы,STEM,root,434
хьакӏэмыз,STEM,root,231
шъэ,STEM,root,806
тхъо,STEM,root,479
слобод,STEM,root,9
беларусы,STEM,root,61
къэрэгъул,STEM,root,167
танкист,STEM,root,47
ша,STEM,root,127
пска,STEM,root,9
собчак,STEM,root,25
педучилищы,STEM,root,75
лӏыкӏу,STEM,root,400
сталинград,STEM,root,174
египет,STEM,root,149
чэмы,STEM,root,174
къэрэбэт,STEM,root,31
гриппы,STEM,root,330
шъэожъ,STEM,root,161
хмар,STEM,root,180
ӏофтхьэбз,STEM,root,8
емыжы,STEM,root,50
шъэфэу,STEM,root,362
быслъымэны,STEM,root,157
дьяков,STEM,root,88
хъан,STEM,root,969
лъашъу,STEM,root,10
гунахь,STEM,root,178
гандболы,STEM,root,203
пскэ,STEM,root,225
шъорышӏ,STEM,root,41
гъэшӏа,STEM,root,527
чылапхъэ,STEM,root,517
надежд,STEM,root,242
эмир,STEM,root,329
удж,STEM,root,227
дыгъэ,STEM,root,26
мухьэмэд,STEM,root,49
жъуагъу,STEM,root,46
ушӏои,STEM,root,482
красненскэ,STEM,root,23
прав,STEM,root,20
къакъыры,STEM,root,85
неущы,STEM,root,158
хъункӏэ,STEM,root,1111
сша,STEM,root,506
скиф,STEM,root,89
нэшхъэи,STEM,root,1003
ушъэфа,STEM,root,133
уӏа,STEM,root,893
ревизор,STEM,root,14
дзэлӏ,STEM,root,255
кузнецовы,STEM,root,70
опсэу,STEM,root,358
электричествэ,STEM,root,618
торг,STEM,root,18
цӏанлъ,STEM,root,2
нэгъу,STEM,root,451
чъа,STEM,root,789
владислав,STEM,root,452
ухъум,STEM,root,277
нэцӏы,STEM,root,218
кӏышъэ,STEM,root,17
хэтэрыкӏ,STEM,root,714
пхъэдз,STEM,root,87
лӏыпый,STEM,root,26
инженеры,STEM,root,27
киселевы,STEM,root,27
наукэ,STEM,root,808
гохь,STEM,root,176
фонетикэ,STEM,root,19
аслъаны,STEM,root,379
пэгэ,STEM,root,226
бжьыны,STEM,root,74
очыл,STEM,root,341
жьыбгъ,STEM,root,89
хьагъэуджы,STEM,root,78
надеждэ,STEM,root,48
фельдшерскэ,STEM,root,34
хьакӏа,STEM,root,246
фэмыф,STEM,root,58
инфаркты,STEM,root,15
селектор,STEM,root,44
шъоф,STEM,root,376
природэ,STEM,root,82
санкцие,STEM,root,130
свечкаревы,STEM,root,12
кӏэрэкӏэ,STEM,root,384
тхьачэт,STEM,root,110
гандболисткэ,STEM,root,95
щэфэ,STEM,root,261
тхьапш,STEM,root,534
бзэх,STEM,root,166
ныбжьыкӏы,STEM,root,2
училищы,STEM,root,608
чӏыф,STEM,root,680
улъыи,STEM,root,59
бомбэ,STEM,root,112
грецие,STEM,root,124
мурадин,STEM,root,280
сальников,STEM,root,3
предпринимател,STEM,root,168
автономие,STEM,root,56
шхонч,STEM,root,208
мэхъашэ,STEM,root,26
бэдзэр,STEM,root,417
карповы,STEM,root,23
дыи,STEM,root,53
актив,STEM,root,50
электрон,STEM,root,140
кравцовы,STEM,root,61
номеры,STEM,root,196
избаш,STEM,root,2
карт,STEM,root,326
тхъагъо,STEM,root,368
мэхъэджэ,STEM,root,21
атаман,STEM,root,92
шъхь,STEM,root,556
шӏапхъэ,STEM,root,58
энергие,STEM,root,314
лъакъо,STEM,root,700
гурым,STEM,root,15
коллектив,STEM,root,671
жьау,STEM,root,224
обществ,STEM,root,1063
орэдыӏу,STEM,root,89
закон,STEM,root,1300
цыхьэшӏэгъу,STEM,root,606
подрядчикы,STEM,root,33
гъогубгъу,STEM,root,133
заури,STEM,root,39
рекламэ,STEM,root,168
тӏокӏитӏу,STEM,root,207
акъылы,STEM,root,511
станислав,STEM,root,226
блэгъо,STEM,root,596
зэкъуа,STEM,root,171
гавердовскэ,STEM,root,151
америкэ,STEM,root,435
тхьалӏ,STEM,root,87
джурт,STEM,root,493
кӏыхь,STEM,root,179
комиссариат,STEM,root,95
тутын,STEM,root,522
щэбзэщ,STEM,root,3
гузэгу,STEM,root,139
пэӏо,STEM,root,224
зэнтхъ,STEM,root,37
гъэбла,STEM,root,26
сценарист,STEM,root,24
байкал,STEM,root,15
тэджэпсхалъхьэ,STEM,root,1
мэт,STEM,root,173
бухгалтер,STEM,root,148
жъоку,STEM,root,44
положение,STEM,root,143
тыгъуас,STEM,root,70
елкэ,STEM,root,222
армэу,STEM,root,50
ризаевы,STEM,root,13
хые,STEM,root,225
хьапс,STEM,root,633
конференцие,STEM,root,1369
цӏэрыӏу,STEM,root,196
компьютернэ,STEM,root,93
кубанскэ,STEM,root,174
прикубанскэ,STEM,root,50
трахъо,STEM,root,248
фронты,STEM,root,949
трибунэ,STEM,root,101
цэлашх,STEM,root,7
хьакурынэхьаблэ,STEM,root,475
загъ,STEM,root,638
дэпкъы,STEM,root,319
къэралыгъу,STEM,root,227
зекӏошыу,STEM,root,18
лъэгэ,STEM,root,768
аверины,STEM,root,97
джульеттэ,STEM,root,104
почтальон,STEM,root,57
станцие,STEM,root,444
гъэцакӏ,STEM,root,184
диск,STEM,root,218
гипсокартон,STEM,root,1
бгынэ,STEM,root,516
заказ,STEM,root,157
голосование,STEM,root,85
урожаи,STEM,root,201
пкӏэнтӏэпсы,STEM,root,58
дарин,STEM,root,27
абдзахэ,STEM,root,721
чыжьа,STEM,root,265
ермэл,STEM,root,363
автомобилы,STEM,root,421
инновационнэ,STEM,root,87
участкэ,STEM,root,384
нэӏуас,STEM,root,157
прозэ,STEM,root,405
графы,STEM,root,762
стыр,STEM,root,246
къунчыкъу,STEM,root,9
аграрнэ,STEM,root,173
тӏа,STEM,root,813
коротков,STEM,root,43
насыпышӏо,STEM,root,609
соболь,STEM,root,52
нэбзый,STEM,root,172
рузанэ,STEM,root,221
шъоу,STEM,root,411
артекы,STEM,root,23
тхьагъэпсэу,STEM,root,182
нард,STEM,root,84
мороз,STEM,root,21
жъа,STEM,root,173
первомайскэ,STEM,root,67
къэхъуны,STEM,root,55
шинель,STEM,root,10
викторие,STEM,root,278
производительность,STEM,root,16
сысы,STEM,root,673
пачъыхь,STEM,root,594
багъу,STEM,root,36
хъые,STEM,root,238
объекты,STEM,root,251
предмет,STEM,root,492
белгород,STEM,root,93
михаил,STEM,root,936
ганичкина,STEM,root,5
нарты,STEM,root,201
романы,STEM,root,394
лъэпӏэ,STEM,root,820
собкор,STEM,root,37
шъошӏ,STEM,root,213
орыжъы,STEM,root,15
бгъуз,STEM,root,19
лъахъэ,STEM,root,30
фирас,STEM,root,7
нэпцӏ,STEM,root,447
бельгие,STEM,root,36
казармэ,STEM,root,13
къошыны,STEM,root,128
цэлы,STEM,root,7
пчэн,STEM,root,473
ӏиман,STEM,root,15
кластер,STEM,root,100
стационар,STEM,root,116
степень,STEM,root,392
гарбуз,STEM,root,112
биологие,STEM,root,265
чэты,STEM,root,632
материальнэ,STEM,root,404
академическэ,STEM,root,429
убгъуа,STEM,root,170
бгырыпхы,STEM,root,135
даур,STEM,root,656
хьатыу,STEM,root,70
приемн,STEM,root,55
укъэбзы,STEM,root,787
сандаков,STEM,root,47
дизайнер,STEM,root,51
орлеанскэ,STEM,root,148
бэджы,STEM,root,39
конституцие,STEM,root,497
иляс,STEM,root,157
фашистскэ,STEM,root,2
закъу,STEM,root,629
жъудэ,STEM,root,62
ӏупэ,STEM,root,599
къадэ,STEM,root,53
архитектор,STEM,root,237
кӏосэ,STEM,root,693
грузин,STEM,root,99
барнаул,STEM,root,46
географие,STEM,root,207
плӏ,STEM,root,360
имыс,STEM,root,74
мер,STEM,root,22
гужъо,STEM,root,296
пособие,STEM,root,133
щэӏ,STEM,root,83
пансионаты,STEM,root,25
хьагъур,STEM,root,193
ждановы,STEM,root,36
линие,STEM,root,289
родин,STEM,root,64
котельнэ,STEM,root,239
скрипкэ,STEM,root,86
цэи,STEM,root,333
ушэт,STEM,root,45
гепатиты,STEM,root,5
тхьакӏумкӏыхь,STEM,root,11
хьас,STEM,root,167
ушъа,STEM,root,634
мыз,STEM,root,452
тэмэ,STEM,root,144
космонавтикэ,STEM,root,64
абдзэхэ,STEM,root,453
библиотекэ,STEM,root,737
гъэбэжъу,STEM,root,284
комбайнэ,STEM,root,667
ӏат,STEM,root,52
тефэу,STEM,root,606
гоӏу,STEM,root,83
операцие,STEM,root,381
булгаковы,STEM,root,19
екатерин,STEM,root,269
беллэ,STEM,root,111
дондуковский,STEM,root,17
тхьагъэпцӏы,STEM,root,269
орэдышъо,STEM,root,627
регионы,STEM,root,273
диктанты,STEM,root,73
ворошиловградскэ,STEM,root,7
къумыкъу,STEM,root,502
лагеры,STEM,root,313
артисткэ,STEM,root,340
единэ,STEM,root,854
упсы,STEM,root,139
хьайнапэ,STEM,root,104
зэолӏ,STEM,root,452
багъо,STEM,root,347
райисполком,STEM,root,8
лӏакъу,STEM,root,127
федорченкэ,STEM,root,3
мыкӏожь,STEM,root,15
рязанскэ,STEM,root,62
пакӏ,STEM,root,13
бэгугъу,STEM,root,2
инвестицие,STEM,root,1089
философы,STEM,root,18
бизнес,STEM,root,724
пщынэо,STEM,root,189
ипотекэ,STEM,root,194
пэчӏынатӏ,STEM,root,104
къэлэкъут,STEM,root,190
гарантие,STEM,root,178
фед,STEM,root,1113
мамлюк,STEM,root,723
учъыӏы,STEM,root,240
псыӏушъо,STEM,root,151
мод,STEM,root,205
самир,STEM,root,157
стырым,STEM,root,108
хьакъулахь,STEM,root,485
правительственнэ,STEM,root,62
номер,STEM,root,869
урысбый,STEM,root,37
сотовэ,STEM,root,198
анкар,STEM,root,169
нэрылъэгъоу,STEM,root,121
зиусхьан,STEM,root,1745
продюсер,STEM,root,36
александринэ,STEM,root,228
акцие,STEM,root,426
успенскэ,STEM,root,136
ӏэрам,STEM,root,121
гъунэпкъа,STEM,root,97
гулъыта,STEM,root,8
лауреат,STEM,root,426
тхьазэплъы,STEM,root,15
анжел,STEM,root,292
квадрат,STEM,root,94
тхьакӏы,STEM,root,468
барон,STEM,root,37
къэндауры,STEM,root,3
округы,STEM,root,157
арсен,STEM,root,296
специалисты,STEM,root,78
хэшхы,STEM,root,21
вице,STEM,root,198
генсовет,STEM,root,14
превосходительство,STEM,root,44
модэ,STEM,root,503
логистическэ,STEM,root,29
хэса,STEM,root,193
гоо,STEM,root,25
кӏэпсэ,STEM,root,108
артистк,STEM,root,908
дэхъу,STEM,root,136
зэрары,STEM,root,332
ӏэхъомба,STEM,root,12
шъхьащытхъужьы,STEM,root,16
натрыфы,STEM,root,484
кӏэлэбый,STEM,root,21
нахьыкӏ,STEM,root,197
викторинэ,STEM,root,55
шъэфы,STEM,root,318
успех,STEM,root,26
горбачевы,STEM,root,48
гиганты,STEM,root,44
лъэӏуа,STEM,root,1125
денис,STEM,root,203
лъэбэкъо,STEM,root,153
методическэ,STEM,root,251
ильич,STEM,root,41
хьакъуй,STEM,root,418
органы,STEM,root,70
дудко,STEM,root,54
наф,STEM,root,722
самодеятельносты,STEM,root,48
прогресс,STEM,root,36
бурсэ,STEM,root,72
музыковед,STEM,root,52
комиссар,STEM,root,111
шыгу,STEM,root,334
сайт,STEM,root,607
михайлович,STEM,root,19
пандус,STEM,root,38
крестьянскэ,STEM,root,29
тхъуа,STEM,root,80
хъуакӏо,STEM,root,50
спортзалы,STEM,root,73
оркестр,STEM,root,67
блэгъожъ,STEM,root,509
пчъа,STEM,root,29
актовэ,STEM,root,65
ос,STEM,root,557
технологии,STEM,root,21
фашист,STEM,root,1456
переработкэ,STEM,root,137
ӏаш,STEM,root,229
автономн,STEM,root,4
пкъышъолы,STEM,root,267
поэзие,STEM,root,437
шӏуфэс,STEM,root,1106
нэр,STEM,root,235
кристалл,STEM,root,9
тутарыщ,STEM,root,67
хабз,STEM,root,827
мэшэ,STEM,root,122
комбайн,STEM,root,189
вещество,STEM,root,174
квант,STEM,root,85
жанетт,STEM,root,299
комсомолы,STEM,root,368
монографие,STEM,root,170
гъундж,STEM,root,52
